nom_normal,nom_munici,ine_mun,X,Y,x,y
Calle de las Tradiciones,Chiclana de la Frontera,11015,,,-6.12620099999992,36.4059720000001
Calle Rafael de la Hoz Arderius,Córdoba,14021,,,-4.78770300022604,37.8903719996557
Calle Pintor,Coria del Río,41034,,,-6.0579930002765,37.2961830004454
Calle Encina,Cañaveral de León,21020,,,-6.5245202995345,38.013378888212
Calle Huelva,Coripe,41035,,,-5.43888499999991,36.978503
Calle José Manuel Carrión Carrión,Dos Hermanas,41038,,,-5.93795658307159,37.3076464771436
Calle Raúl Gil Sánchez,Dos Hermanas,41038,,,-5.9222309999925,37.307448136849
Calle Concordia,Coripe,41035,,,-5.43935928399992,36.9747221590001
Calle las Onzas,Coripe,41035,,,-5.44113460399996,36.971630502
Calle Pico Tenerife,Cuevas del Almanzora,04035,,,-1.76981876899987,37.251210399
Calle Carmen Calvo Poyato,Dos Hermanas,41038,,,-5.92512209171732,37.315374749181
Calle Rienda,Morón de la Frontera,41065,,,-5.45447700031314,37.1327399995515
Calle Peineta,Morón de la Frontera,41065,,,-5.46150794162667,37.1203433345365
Calle Policía Local M. Ángeles García,Córdoba,14021,,,-4.80104100012344,37.8950160001584
Calle el Algarbe,Hinojos,21040,,,-6.38240899967538,37.2890529998962
Avenida Villarrasa,Rociana del Condado,21061,,,-6.60030599999993,37.3129420000001
Camino de Duernas,Córdoba,14021,,,-4.6040077757687,37.707082847167
Calle José Miguel Naranjo Jiménez,Dos Hermanas,41038,,,-5.9411410949140375,37.305450571894674
Calle Clara Eugenia Aguilera García,Dos Hermanas,41038,,,-5.92178150115982,37.3223543464186
Calle Don Juan de Austria,Roquetas de Mar,04079,,,-2.5856422981172718,36.804955202112446
Calle Berruguete,Roquetas de Mar,04079,,,-2.6157988825326757,36.761255657024535
Calle Braulio Fernández Tejerina,Dos Hermanas,41038,,,-5.93336611633759,37.3175984392045
Plaza Labradores,Roquetas de Mar,04079,,,-2.617500279550807,36.762834834563286
Urbanización la Langosta,Roquetas de Mar,04079,,,-2.58336140940719,36.8105292038674
Paseo Manolo Escobar,Roquetas de Mar,04079,,,-2.6313139219177244,36.71960766849753
Paseo Marítimo Zoraida,Roquetas de Mar,04079,,,-2.6094928501241212,36.7484517601189
Calle Zuheros,Roquetas de Mar,04079,,,-2.623833373670285,36.73556117530549
Calle Tío Raimundo,Roquetas de Mar,04079,,,-2.619617000150887,36.74144200038566
Plaza de Atocha,Roquetas de Mar,04079,,,-2.619486937041793,36.74062227033601
Calle Gracita Morales,Roquetas de Mar,04079,,,-2.6154618098210416,36.7596453629537
Calle Aranda de Duero,Roquetas de Mar,04079,,,-2.5993438488929708,36.80272303065028
Calle Mauritania,Roquetas de Mar,04079,,,-2.578176999555641,36.80327599990291
Calle El Cortijo,Roquetas de Mar,04079,,,-2.5807053451646635,36.812470166250435
Calle Etiopía,Roquetas de Mar,04079,,,-2.579656267938021,36.80525052189178
Paseo el Limónar,Roquetas de Mar,04079,,,-2.578949594751966,36.810288569732045
Calle Santa Marta,Roquetas de Mar,04079,,,-2.60147233378231,36.7781987274803
Avenida Pablo Picasso,Roquetas de Mar,04079,,,-2.6221425638812885,36.76274636276491
Calle Belgrado,Roquetas de Mar,04079,,,-2.6194217203895276,36.759489038715685
Calle del Islam,Córdoba,14021,,,-4.7930540003193975,37.88869599959443
Calle C (Urb Pagos de Buenavista),Dos Hermanas,41038,,,-5.95350163447983,37.3077636659974
Calle Zamora,Roquetas de Mar,04079,,,-2.616375037616211,36.76454296954458
Plaza Pérez Reverte,Roquetas de Mar,04079,,,-2.6278958043030793,36.75586583052374
Calle Castillo de las Roquetas,Roquetas de Mar,04079,,,-2.606455657552263,36.75334311414575
Calle Nueva,Benalup-Casas Viejas,11901,,,-5.81422399999991,36.343127
Ronda Norte,Villarrasa,21077,,,-6.60375899997773,37.3895379995792
Calle Adrián Reche,Albox,04006,,,-2.1568582066366,37.421091729747
Calle Isla Gomera,Córdoba,14021,,,-4.80347065336091,37.8883556358947
Calle los Morcelos,San Bartolomé de la Torre,21063,,,-7.10530999999992,37.4437500000001
Glorieta de Camas,Camas,41021,,,-6.035562999999911,37.41027400000007
Calle Jaén,Coripe,41035,,,-5.43825763799993,36.9781739410001
Calle Grande,Algámitas,41008,,,-5.15000099999992,37.0134860000001
Calle Proyecto XII,Baeza,23009,,,-3.464864000709114,38.00088599987274
Camino Tejar los Gatos,Baeza,23009,,,-3.4729326731590278,37.99033182133645
Calle Pepe Quiles,Albox,04006,,,-2.1596876106066,37.414062722278
Calle Badajoz,Las Navas de la Concepción,41066,,,-5.46724799999993,37.9356770000001
Plaza de San Francisco,Baeza,23009,,,-3.46950200050344,37.9940689993973
Calle Nobel,Mairena del Aljarafe,41059,,,-6.052058999712245,37.35774700020318
Calle Lonja,Mairena del Aljarafe,41059,,,-6.052592000528028,37.35581100050567
Calle Fernando Colón,Córdoba,14021,,,-4.776033000497262,37.88365999961876
Carretera Sanlúcar Olivares,Sanlúcar La Mayor,41087,,,-6.177655000277886,37.405761000370006
Calle Arroyito,Ayamonte,21010,,,-7.3420710001697085,37.185196999904505
Calle Venerable Juan de Santiago,Córdoba,14021,,,-4.766288000419345,37.8796469996837
Calle Cobo de Guzmán,Córdoba,14021,,,-4.77553399955976,37.8968939999522
Calle Gitanos,Córdoba,14021,,,-4.77538700046019,37.8762580004241
Avenida de los Cisnes,Ayamonte,21010,,,-7.35538348918338,37.179927246836
Calle Machado,Cartaya,21021,,,-7.06043599999992,37.213826
Calle Pianista Rafael Orozco,Córdoba,14021,,,-4.7889574781864,37.895602740151
Calle Bilbao,Valverde del Camino,21072,,,-6.760225000607426,37.57558500013159
Calle Huelva,Zalamea La Real,21078,,,-6.65995299999992,37.6765490000001
Calle Antonio Ferrandiz,Almería,04013,,,-2.44284184178261,36.8311810187132
Calle María Auxiliadora,Valverde del Camino,21072,,,-6.75373700045065,37.572073999594
Calle León,Valverde del Camino,21072,,,-6.76060900066361,37.5761190003932
Calle Cecilio Galera,Albox,04006,,,-2.1610614366977,37.414996874142
Calle Olivo,Bailén,23010,,,-3.7832620001410424,38.090711000112705
Paraje Sierra Tinajero,Calañas,21017,,,-6.9175067283869,37.616272944504
Calle Escuelas,Albuñán,18005,,,-3.13444414712237,37.2281921532966
Plaza Santa Ana,Cádiz,11012,,,-6.27592115946494,36.5143980496837
Calle Primer Teniente Alcalde José Garrido,Gelves,41044,,,-6.02626132715326,37.3330450668666
Calle Carrion de los Condes,Carrión de los Céspedes,41025,,,-6.3294025377383925,37.3729347066549
Calle Castillo (Charilla),Alcalá La Real,23002,,,-3.9074732454576,37.4973698347617
Calle Uno de Mayo,Pedrera,41072,,,-4.898289000448,37.2234570003498
Carretera N-IV de Andalucía,Bujalance,14012,,,-4.469543749244799,37.94545211201149
Calle Hydra,Marbella,29069,,,-4.96986600006706,36.5144779987631
Avenida del Olivo,Los Blázquez,14011,,,-5.436581999772852,38.40590200036292
Plaza Elio Antonio de Nebrija,Huelva,21041,,,-6.92615595445198,37.2617859631056
Calle Huerta Beltrán,Fuente Vaqueros,18079,,,-3.78318900037194,37.2204950003442
Calle Profesor Tierno Galván,Fuente Vaqueros,18079,,,-3.78101299984995,37.2212110000878
Calle Hermanas Quiros,Güéjar Sierra,18094,,,-3.43901999999991,37.158619
Calle el Oro,Bailén,23010,,,-3.7728989997888,38.0952899999337
Urbanización Pueblo Azahara,Nerja,29075,,,-3.869402433996779,36.753828842841656
Calle Ramírez Duro,Cárcheles,23901,,,-3.6403085061282,37.634633226663
Calle Santiago Montoto,Utrera,41095,,,-5.78346400032486,37.18297100041166
Calle Constelación Lince,Utrera,41095,,,-5.778204000514551,37.19286799998413
Plazuela Carmen,Alcaudete,23003,,,-4.0856768779676,37.590583799486
Plaza Corredera,Arahal,41011,,,-5.54509299981919,37.2625000002524
Avenida Andalucía,Algodonales,11005,,,-5.39518399994149,36.8827329997283
Calle Isaac Albéniz,Camas,41021,,,-6.04188299999993,37.4022110000001
Plaza la Constitución,El Gastor,11018,,,-5.3234870004429,36.8551680005772
Calle Amapola,Camas,41021,,,-6.02866999999992,37.398625
Calle Pilar,Cárcheles,23901,,,-3.6410504699942,37.634970082965
Calle Jesús,Cárcheles,23901,,,-3.6400109090801,37.634902148136
Calle Teleras,Minas de Riotinto,21049,,,-6.59116900034905,37.693500000025
Calle Hiedra,Castellar,23025,,,-3.12848604379567,38.2564600443957
Avenida San Sebastián,Linares,23055,,,-3.63526015103493,38.0991076867704
Calle Fuentes,Alhama de Almería,04011,,,-2.5711550000030754,36.96008500012276
Pol. Ind. Autovía Nacional IV,Dos Hermanas,41038,,,-5.93404795253377,37.2771062170294
Avenida 4 de Diciembre,Dos Hermanas,41038,,,-5.92909100053266,37.270573999953
Polígono Industrial El Arenal,Algodonales,11005,,,-5.4218691531299,36.873148197688
Avenida Antonio Machado,Alcalá del Río,41005,,,-5.98270099999991,37.514846
Carretera JV-2237,Alcalá La Real,23002,,,-4.00919000021818,37.4785689998597
Calle Verdial,Fuerte del Rey,23035,,,-3.881448999999918,37.87443500000006
Calle Alcalá de los Gazules,Cádiz,11012,,,-6.26245299931692,36.4935459996233
La Era,Benitagla,04026,,,-2.2384070149555,37.230624565059
Calle Benamocarra,Nerja,29075,,,-3.889653215744911,36.75647906586323
Carretera A-322,Cazorla,23028,,,-3.02738778561763,37.9053141127563
Calle Ramona Serrano,Puente de Génave,23071,,,-2.80403899999993,38.353326
Calle San Isidro,Puente de Génave,23071,,,-2.80282499999993,38.3543740000001
Avenida de las Escuelas,Puerto Serrano,11029,,,-5.54293582099996,36.916840875
Calle las Viñas,Espera,11017,,,-5.80197900043038,36.8741080003841
Calle Fátima,Hornachuelos,14036,,,-5.253756999894074,37.75513200032745
Calle Sanlúcar la Mayor,Alcalá de Guadaíra,41004,,,-5.8423176193738,37.34752153629
Calle Santo Domingo de Guzmán,Camas,41021,,,-6.03138699999994,37.385563
Calle Francisco Calatrava Jurado,Alcalá de Guadaíra,41004,,,-5.8408450005254,37.347225999879
Calle Alegría,Alcalá de Guadaíra,41004,,,-5.84071821167052,37.3310619600936
Camino Alhabia,Alhama de Almería,04011,,,-2.570070537909,36.959701152612
Calle Gran Capitán,Carboneras,04032,,,-1.8911221785149,37.003403695942
Calle Pintor Fortuny,Carboneras,04032,,,-1.89115199996476,37.0030730004188
Calle Teodosio,Camas,41021,,,-6.03771899999992,37.41812
Calle Hornero,Alcalá de Guadaíra,41004,,,-5.83785200021216,37.3300580002546
Calle Alexander Henderson,Algeciras,11004,,,-5.44666673515557,36.124700318288
Calle Poeta Muñoz San Roman,Camas,41021,,,-6.03372699999994,37.3949440000001
Avenida 19 de Diciembre,El Cuervo de Sevilla,41903,,,-6.03994911399991,36.8544559640001
Paraje Finca El Descansillo,Paradas,41071,,,-5.4454171784252,37.233078580282
Calle las Viñas,Purullena,18167,,,-3.18891221962312,37.314230958592
Calle Fuente Alta,Fuente Vaqueros,18079,,,-3.78169870161826,37.2192161247761
Particular Privado,Nerja,29075,,,-3.911684997971336,36.7590280028026
Pago La Civila,Nerja,29075,,,-3.825348380622602,36.78961111975784
Calle Iglesia,Cambil,23018,,,-3.53598861499995,37.6268842890001
Calle Fuente Señora Emilia,Iznájar,14037,,,-4.299407041234074,37.25590113156074
Calle San Antonio,Lucena,14038,,,-4.588022000198721,37.42179000043776
Calle Miguel Martínez,Vícar,04102,,,-2.61912629697169,36.8025589020054
Calle Asuncion,Alcalá del Río,41005,,,-5.98221999999993,37.5203310000001
Carretera de Paterna,Laujar de Andarax,04057,,,-2.9006784534023,36.9936737189
Calle Parra,Alozaina,29013,,,-4.856099999627843,36.7267490001104
Calle Castillo,Nerja,29075,,,-3.868205821777432,36.76051604745367
Calle Viso del Alcor,Alcalá de Guadaíra,41004,,,-5.84285299973217,37.3467880001548
Calle Mar de las Antillas,Utrera,41095,,,-5.7680499997173085,37.190178999918366
Cañada del Fontanar,Chiclana de la Frontera,11015,,,-6.10557499999993,36.432642
Paraje la Salud,Montilla,14042,,,-4.678265000001231,37.6103919999859
Calle Huertas Partido Bajo,Lora de Estepa,41054,,,-4.8226362156587,37.270820338277
Calle Luis Braille,Ayamonte,21010,,,-7.40909237820172,37.2121922871853
Calle de la Alcoholera,Moriles,14045,,,-4.605576999329169,37.43975799940256
Calle Corralillo,Obejo,14047,,,-4.800914436293836,38.13406183338277
Barriada Santa Ana,Nerva,21052,,,-6.54273099973423,37.6945010004583
Calle Fray Bartolomé,Algeciras,11004,,,-5.45357899999993,36.138292
Calle Doctor Fleming,Algeciras,11004,,,-5.4469537680872,36.124141935459
Parque Alonso Sánchez,Huelva,21041,,,-6.94636279519966,37.2574898743038
Poblado del Santuario Virgen de la Cabeza,Andújar,23005,,,-4.04006474589114,38.1784258245923
Camino de la Cuesta del Portillo,Arjona,23006,,,-4.06015500018615,37.9300310002105
Calle Selva Florida,Vegas del Genil,18911,,,-3.66620999999133,37.1720900002535
Calle la Huerta,Montillana,18137,,,-3.6729649999999197,37.50123000000008
Camino JUZ-034,Júzcar,29065,,,-5.1701227852087,36.6193683820753
Calle Arrieros,Júzcar,29065,,,-5.17115599969964,36.6250610000199
Avenida del Decano del Fútbol Español,Huelva,21041,,,-6.9562562297011,37.247880533611
Calle Úbeda,Nerja,29075,,,-3.86797432173299,36.755071814667794
Calle Clara Campoamor,Burguillos,41019,,,-5.96882299988147,37.588568000313
Camino Potrillas de los Uanos,Alhama de Granada,18013,,,-3.95911300036453,37.0352280002722
Calle los Molinos,Júzcar,29065,,,-5.17122100000972,36.6257730004445
Calle Pilar Redondo,Torreperogil,23088,,,-3.2892949777505,38.031714848861
Camino de las Cobatillas,Valenzuela,14063,,,-4.254071000176224,37.759372999850136
Vía El Rincóncillo,La Victoria,14065,,,-4.8808710000992725,37.668519000037776
Plaza Constitución,Huétor de Santillán,18099,,,-3.51739595851893,37.2186137128876
Calle Chiriva,Torremolinos,29901,,,-4.50149799978325,36.614281000421
Calle Caminillo,Fuente Vaqueros,18079,,,-3.78836799998306,37.2170010001961
Calle San Pedro Nolasco,El Viso del Alcor,41102,,,-5.71952899966348,37.3867450002817
Calle Herrería,Jérez del Marquesado,18108,,,-3.16096999999991,37.1830380000001
Plaza de la Iglesia,Polícar,18161,,,-3.2332200283859,37.257540388946
Calle Carmen,Ferreira,18074,,,-3.03568269024542,37.1724332155125
Carretera A-335 de Alcalá la Real a Moraleda de Zafayona,Moraleda de Zafayona,18138,,,-3.9461579999999117,37.19903300000004
Plaza 9 de Mayo,La Rinconada,41081,,,-5.98291702029508,37.4808328481116
Calle Peñas,Puebla de Guzmán,21058,,,-7.24844499999995,37.6115910000001
Calle Horno,Fuente Vaqueros,18079,,,-3.78356699981702,37.2194889998177
Calle Iglesia,Fuente Vaqueros,18079,,,-3.7844360003210173,37.22008100013825
Avenida Havaral,Júzcar,29065,,,-5.16952259015255,36.624832684216
Calle General Ros,Benadalid,29022,,,-5.26888100071113,36.6075469997814
Camino de los Llanos,Alhama de Granada,18013,,,-3.9714429996945144,37.13270199959776
Calle Nemesio Terriente,Fuente Vaqueros,18079,,,-3.78426499962981,37.2180500000077
Calle Eduardo Rodríguez Valdivieso,Fuente Vaqueros,18079,,,-3.7735219997403977,37.21471399995131
Calle Era Alta,Fuente Vaqueros,18079,,,-3.777203000418,37.2182179996612
Avenida Playas de Cartaya (Nuevo Portil),Cartaya,21021,,,-7.05757875099994,37.2115665970001
Calle Gloria Fuertes,Aguilar de la Frontera,14002,,,-4.653097050689315,37.50920401503928
Camino Nuevo de Lana a los Llanos,Alhama de Granada,18013,,,-3.963162000026128,36.94681199957429
Carretera GR-3417 de Maracena a Santa Fe por Albolote y Atarfe,Albolote,18003,,,-3.67202255129957,37.2257507229177
Paraje Caserío el Palomar,Paradas,41071,,,-5.491550000332091,37.34294200017332
Paraje Hacienda Monte-Palacio,Paradas,41071,,,-5.451548320950515,37.278057987795066
Polígono San Jorge E,Palos de la Frontera,21055,,,-6.87834199997752,37.2225720001797
Carretera Hornos,Segura de la Sierra,23081,,,-2.7286788447161,38.242200804847
Calle Castillo,Conil de la Frontera,11014,,,-6.09001300018446,36.2748439993952
Pasaje de las Virgenes,Dos Hermanas,41038,,,-5.9355414471998555,37.26974325696136
Plaza Juan Bascon Guisado,Dos Hermanas,41038,,,-5.927410194086799,37.27865531709502
Calle Soleá,Sanlúcar La Mayor,41087,,,-6.20114135309077,37.3891030469682
Calle Martinica,Sevilla,41091,,,-5.983008275237708,37.333502864721225
Calle Agua,Castilléjar,18045,,,-2.64204500007651,37.7147159999436
Paraje Palmar del Cerrado (Polígono 26 Parcela 45),Las Cabezas de San Juan,41020,,,-5.8956940791024,36.9746963909872
Camino del Cerro,Sanlúcar La Mayor,41087,,,-6.27341026313137,37.42576935807
Calle Genil,Churriana de la Vega,18062,,,-3.64047400027466,37.1478830000007
Calle de la Cornisa Azul,San Juan de Aznalfarache,41086,,,-6.03632399951997,37.3646380001527
Plaza la Nava,Huelva,21041,,,-6.9317810001646,37.2564329995671
Camino de Peralta,Mairena del Aljarafe,41059,,,-6.071317734277813,37.34843623985513
Calle Formación,Mairena del Aljarafe,41059,,,-6.0672299997213806,37.35290600051674
Calle Eras Bajas,Güéjar Sierra,18094,,,-3.43981799999995,37.160332
Camino de la Rava,Belalcázar,14008,,,-5.0335819998139035,38.50590999963279
Paraje la Carrasca,Turre,04093,,,-1.943949194589,37.092112338929
Urbanización las Canteras,Camas,41021,,,-6.04349999999994,37.385477
Calle Olivino,Níjar,04066,,,-2.185227441938,36.885603331714
Calle Hondillo,Lanjarón,18116,,,-3.4794249996165,36.9186179999283
Calle Picado,Alcalá de Guadaíra,41004,,,-5.83591899986301,37.330016000357
Calle Eurico,Dos Hermanas,41038,,,-5.93716900033332,37.2680370003764
Calle Feche,Lecrín,18119,,,-3.55032199999994,36.9500780000001
Calle Virgen Remedios,Montefrío,18135,,,-4.00504599977295,37.3231389997652
Calle Real de Tózar,Moclín,18132,,,-3.7757348159982,37.368368548403
Calle San José de Tózar,Moclín,18132,,,-3.77762800048946,37.3695150003548
Calle Cerezo,Monachil,18134,,,-3.55655600015911,37.1351669999573
Calle Real de Bayacas,Órgiva,18147,,,-3.41551099973275,36.9190079998195
Calle Colón,Alosno,21006,,,-7.12090699999993,37.601029
Travesía Jacinto Benavente,Calañas,21017,,,-6.8803996607899,37.652358683055
Camino Viejo Fuensanta,Alcaudete,23003,,,-4.08020200022435,37.5868930003042
Camino del Cerro de las Conejeras,Aguilar de la Frontera,14002,,,-4.702248024927612,37.44677900783103
Calle el Rincón de Nuestra Señora de los Dolores,La Puebla del Río,41079,,,-6.06026999951088,37.2682670003946
Calle la Lomilla,El Borge,29030,,,-4.23584415135492,36.8133740418441
Calle Concepción,El Valle,18902,,,-3.58068300032006,36.9294920003557
Calle la Escala,Almedinilla,14004,,,-4.096166000160336,37.439462999603805
Carretera A-348R3 Ramal de acceso a Alcolea desde la A-348,Alcolea,04007,,,-2.95474499968179,36.9765199998983
Calle Goya,El Ejido,04902,,,-2.802682854934858,36.767601633096206
Calle Sierra de Huelva,Cortegana,21025,,,-6.82102099999992,37.9098870000001
Calle de la Escultura,Alcalá de Guadaíra,41004,,,-5.86653667275292,37.323068944046
Calle Doctor Marañón,El Ejido,04902,,,-2.8143172995625036,36.777495490411866
Calle Arriola,El Ejido,04902,,,-2.8417061458122106,36.7023966921068
Calle Santorini,Sevilla,41091,,,-5.980478676854006,37.332019532859896
Calle Zanzí­bar,Sevilla,41091,,,-5.983610749808595,37.33222042594872
Calle Palaos,Sevilla,41091,,,-5.981340564409515,37.332283408330355
Calle Arrecife,El Ejido,04902,,,-2.89474528930373,36.7371435534499
Calle la Barca,El Ejido,04902,,,-2.8844985119287685,36.727103246896945
Calle González Méndez,El Ejido,04902,,,-2.89009205945518,36.7319351768216
Calle la Alcarria,El Ejido,04902,,,-2.8152739803908844,36.7792737876639
Calle Poniente,El Ejido,04902,,,-2.743395633083253,36.75561744084041
Calle Entinas,El Ejido,04902,,,-2.69768053813715,36.7129819448375
Calle Roble,El Ejido,04902,,,-2.82244543276249,36.7751524333461
Calle Cervantes,El Ejido,04902,,,-2.8189881325315,36.7736311208805
Calle Perú,El Ejido,04902,,,-2.8198833519841093,36.77263130012432
Calle Emilia Pardo Bazán,El Ejido,04902,,,-2.819913417932527,36.76777725450319
Calle García Lorca,El Ejido,04902,,,-2.8162707525439146,36.76643163942197
Avenida Daza,El Ejido,04902,,,-2.7758546972835214,36.783436641563
Paseo Levante,El Ejido,04902,,,-2.785560450413243,36.69386304163896
Calle Alcotan,El Ejido,04902,,,-2.784393291901713,36.69740792616681
Glorieta Manuel Mendizabal,El Ejido,04902,,,-2.8065926556922007,36.772704905827815
Plaza Antonio Mira Maldonado,El Ejido,04902,,,-2.8157010002679286,36.774474384181566
Calle Canela,El Ejido,04902,,,-2.6864091353804884,36.71525429065998
Avenida Méjico,El Ejido,04902,,,-2.889083432976941,36.73612177128698
Calle las Peñas,El Ejido,04902,,,-2.832206000383908,36.769297988211626
Calle Punta de los Baños,El Ejido,04902,,,-2.819722012141967,36.77970448511621
Calle los Campos,El Ejido,04902,,,-2.8447894426201645,36.7080538159701
Calle Vencejo,El Ejido,04902,,,-2.7779481200559,36.7826512600852
Calle Aneto,El Ejido,04902,,,-2.78603806585837,36.77763289953048
Calle San Ignacio,El Ejido,04902,,,-2.7543315412654468,36.75789421564641
Calle San José,El Ejido,04902,,,-2.804824757029222,36.76186798454789
Calle Santos,El Ejido,04902,,,-2.8380819017725116,36.7237077147322
Calle Sondeo,El Ejido,04902,,,-2.83397909024518,36.783078543568
Calle Tomillo,El Ejido,04902,,,-2.74031300104463,36.7563372538428
Calle Montilla,Almodóvar del Río,14005,,,-5.0190328764062375,37.81227319049641
Calle Trafalgar,El Ejido,04902,,,-2.8203370157139,36.7739992550077
Polígono Industrial La Moraga,Alhaurín de la Torre,29007,,,-4.57909799992779,36.6726389997134
Camino de Chorrillo,Añora,14006,,,-4.919748966444738,38.41801752397559
Calle Navacerrada,El Ejido,04902,,,-2.7842251938031346,36.77801639395732
Calle Coliseo,El Ejido,04902,,,-2.8412713248519,36.7016287672191
Calle Bauxita,El Ejido,04902,,,-2.7547820396336418,36.756555278872725
Calle Embarcadero,El Ejido,04902,,,-2.8374383970530244,36.70302630893763
Calle Bética,El Ejido,04902,,,-2.8029044151285127,36.778267813365346
Calle Rosa de los Vientos,El Ejido,04902,,,-2.801218110283251,36.70416816069492
Calle Río Chico,El Ejido,04902,,,-2.74544444178991,36.7568814759692
Calle Sucre,Chiclana de la Frontera,11015,,,-6.140656744999944,36.417142511000065
Carretera Mojonera - Cruce Sma,El Ejido,04902,,,-2.7819936297242305,36.7749102067479
Calle Picos de Urbion,El Ejido,04902,,,-2.7271426496281492,36.77458024355337
Calle Pico de la Malagueta,El Ejido,04902,,,-2.7264443332432506,36.77485331910094
Calle Canal San Fernando,El Ejido,04902,,,-2.860041420419691,36.76497480416316
Avenida Bulevar Francisco Carmona,El Ejido,04902,,,-2.7701053156428412,36.78224287359206
"Calle Francisco León ""El Parro""",Baena,14007,,,-4.234302999583447,37.67141200034964
Calle Magistrado Alarcon,Baena,14007,,,-4.328513000374568,37.61608600035469
Calle José María Pemán,El Ejido,04902,,,-2.8210377241468905,36.76642772690951
Calle Malente,El Ejido,04902,,,-2.8547285824779216,36.70738086864113
Paseo Marítimo,El Ejido,04902,,,-2.888538877515316,36.73022830618066
Calle Mero,El Ejido,04902,,,-2.88735000920832,36.7299478171602
Calle Rodrigo de Triana,El Ejido,04902,,,-2.7995647260539585,36.76833950818202
Camino los Majales,El Ejido,04902,,,-2.829429311836465,36.76916413692054
Camino Roquetas,El Ejido,04902,,,-2.76382620007323,36.77936282775572
Calle Canarias,El Ejido,04902,,,-2.75797637613368,36.7628179806942
Calle Castala,El Ejido,04902,,,-2.8149777581887747,36.76566854924641
Calle Clotilde,El Ejido,04902,,,-2.74641968135626,36.7570900867919
Calle Pedro Machuca,El Ejido,04902,,,-2.806470709268005,36.77824833700031
Calle Montejícar,El Ejido,04902,,,-2.8219674068896405,36.771555730408
Avenida de las Naciones,El Ejido,04902,,,-2.7987469077748144,36.771268873569376
Calle Estadio,El Ejido,04902,,,-2.6951226342453807,36.71559449280099
Calle Río Guadiana,El Ejido,04902,,,-2.8150988363495912,36.77828739176772
Camino JUZ-033 de Júzcar a Cartajima,Júzcar,29065,,,-5.16494976491253,36.6338470473845
Calle Sudán,El Ejido,04902,,,-2.755034742427654,36.76241774492769
Calle Sierra de la Demanda,El Ejido,04902,,,-2.81449899682121,36.7787338601382
Calle Velázquez,Belalcázar,14008,,,-5.170965999587906,38.57762800011809
Calle Perchel,Belmez,14009,,,-5.291858999702469,38.247333000303676
Calle los Grameales,El Ejido,04902,,,-2.8919792373971367,36.73651083483354
Calle José Mira,El Ejido,04902,,,-2.7547789685196338,36.75752012396699
Avenida Rómulo y Remo,El Ejido,04902,,,-2.8094882405890673,36.77867470460802
Calle Corbeta,El Ejido,04902,,,-2.88251608496785,36.7294338958428
Avenida del Mar,El Ejido,04902,,,-2.8115822712779885,36.708169394479555
Calle Guindola,El Ejido,04902,,,-2.8014884043843153,36.711926704565656
Calle Bitácora,El Ejido,04902,,,-2.791938080703955,36.70111447149272
Calle Babor,El Ejido,04902,,,-2.78113133473522,36.6997092400412
Calle Charrán,El Ejido,04902,,,-2.819748108426094,36.712033461090535
Calle Saladar,El Ejido,04902,,,-2.812154892358549,36.71169335437176
Calle Zafiro,El Ejido,04902,,,-2.752677504828057,36.75550484847918
Calle Pasacana,El Ejido,04902,,,-2.85073819220293,36.7042948699496
Calle Francisco de Infante,El Ejido,04902,,,-2.8055790021440936,36.770815543030885
Camino Servidumbre 13,El Ejido,04902,,,-2.7825122901599038,36.7668958766349
Urbanización Regante del Pilar,Antequera,29015,,,-4.64162609188006,37.0352522108897
Camino de Roquetas,El Ejido,04902,,,-2.759804548946641,36.77566306929361
Camino la Molina,El Ejido,04902,,,-2.715089385059669,36.7769291100481
Camino los Meicos I,El Ejido,04902,,,-2.836470089825966,36.77655859207694
Camino Fito,El Ejido,04902,,,-2.781232912863686,36.795402026115994
Camino los Majales 2,El Ejido,04902,,,-2.8104104570099926,36.730774532420405
Carretera AL-3303 de Santa María del Águila a la A-358 en Pampanico de el Ejido,El Ejido,04902,,,-2.8366732469999083,36.789453450000124
Puente Carlos III,Alcalá de Guadaíra,41004,,,-5.85164077335118,37.3327767116739
Calle Gloria,Ugíjar,18182,,,-3.054095000084,36.9654759996179
Calle Parras,Córdoba,14021,,,-4.77291999946483,37.8880649997573
Plaza de los Capellanes,Huelva,21041,,,-6.94475446927745,37.2782713086881
Plaza del Niño Miguel,Huelva,21041,,,-6.93679956089846,37.2792132901856
Camino Molino de Marea,Chiclana de la Frontera,11015,,,-6.17604894699991,36.4253632630001
Calle Puerto Real,Arcos de la Frontera,11006,,,-5.80901673323544,36.7552149432152
Calle Orilla,Alcaudete,23003,,,-4.08538800029884,37.5918439995727
Camino de la Sierra,Aznalcóllar,41013,,,-6.3033380118012,37.50682871343
Calle Alcudia,Camas,41021,,,-6.03392999999994,37.4052780000001
Calle Marbella,Camas,41021,,,-6.03163999999992,37.397365
Calle Ollero,Encinasola,21031,,,-6.86513306443916,38.1322853398967
Calle Colón,Encinasola,21031,,,-6.87435300039049,38.1371420000035
Calle Fuentes,Los Blázquez,14011,,,-5.438988049915958,38.40789918885601
Calle Rafael Alberti,Los Blázquez,14011,,,-5.4382460000662824,38.40565799990263
Camino de las Siete Revueltas,Benamejí,14010,,,-4.567794000193491,37.281654999564545
Calle Travesía,Los Blázquez,14011,,,-5.441323536748351,38.40705982665202
