nom_normal,nom_munici,ine_mun,X,Y,x,y
Calle Cruz,El Viso del Alcor,41102,,,-5.71978199963938,37.3903920002908
Calle Narciso Monturiol,Motril,18140,,,-3.51555899977555,36.7548820000484
Avenida Nuestra Señora de la Cabeza,Motril,18140,,,-3.522270654213554,36.73684104573223
Calle Región de Cuyo,Albox,04006,,,-2.1774420002479826,37.433528000217166
Pago La Gironda,Arahal,41011,,,-5.589495674191175,37.08895653909478
Calle Pocotrigo,Motril,18140,,,-3.52253899945895,36.7461009993469
Plaza Cura José Navarro,Albox,04006,,,-2.1502970162536186,37.47837848127197
Calle Posta,Motril,18140,,,-3.51934499977851,36.7498830001188
Calle Ramón Gómez de la Serna,Motril,18140,,,-3.519086000179258,36.75298999961871
Chalet Moya Monterde,Valencina de la Concepción,41096,,,-6.0649002170583,37.41714375977
Calle Río Guadalfeo,Motril,18140,,,-3.47888600045474,36.7277749997754
Pasaje Cabo Sacratif,Estepona,29051,,,-5.12385744073074,36.430734894101
Pago de Mesa,Arahal,41011,,,-5.5121285884328,37.190273492003
Calle Santísimo,Motril,18140,,,-3.5144940002112364,36.74802199960994
Calle Sacerdote Juan Bretones,Albox,04006,,,-2.14136627,37.38436439
Paraje el Pilar,Lubrín,04059,,,-2.099533000247618,37.19022500018377
Camino los Claritos,La Línea de la Concepción,11022,,,-5.35150974424399,36.1788116676331
Calle Antonio Carvajal Cardos,Fondón,04046,,,-2.85145300005576,36.9817589995783
Paraje el Pozo Saez,Lubrín,04059,,,-2.1174940002477456,37.25430700016807
Calle Uruguay,Motril,18140,,,-3.51335800053925,36.7485489998282
Calle Detras Balneario,Pechina,04074,,,-2.3971120004182676,36.961155000003416
Calle Corpus Christi,Algeciras,11004,,,-5.451157999999907,36.14032800000007
Paraje Cortijo Alto,Pulpí,04075,,,-1.7600570879999395,37.386858818000064
Calle Victoria,Motril,18140,,,-3.5203460007039,36.7443410004143
Paraje Fuente Perica,Serón,04083,,,-2.56199126138178,37.3580444425789
Calle Vílchez,Motril,18140,,,-3.51635099927887,36.7457260004193
Avenida Holanda,Algeciras,11004,,,-5.449865999999929,36.14868100000007
Calle Velero,Algeciras,11004,,,-5.446437999999944,36.10470500000008
Calle Blas Infante,Cabra del Santo Cristo,23017,,,-3.286562000446509,37.702456999974544
Calle Virgen del Pilar,Motril,18140,,,-3.52471799965308,36.7524900001682
Calle Jarama,Algeciras,11004,,,-5.455792999999915,36.12212200000005
Calle Yucatán,Motril,18140,,,-3.5184990002559453,36.75548900000281
Calle Doctor Morote Calafat,Sevilla,41091,,,-5.983592000274332,37.41125700039531
Calle Badajoz,Huelva,21041,,,-6.948641999669153,37.27122499966204
Calle Santa María Micaela,Algeciras,11004,,,-5.458040999999923,36.130896000000064
Calle Tagarnina,Algeciras,11004,,,-5.457809999999938,36.14852600000006
Plaza Rafael Montoya Joya,Algeciras,11004,,,-5.44844868499996,36.13997372500006
Paraje Sargento Morales,Huércal de Almería,04052,,,-2.43904626613168,36.8742521263442
Calle los Educadores,Berja,04029,,,-2.940571999478832,36.853836000000406
Avenida Manuel Salmeron,Berja,04029,,,-2.9469600004150824,36.84338900028933
Calle Acequias,Berja,04029,,,-2.940654000152194,36.8509230000389
Calle San José Alto,Motril,18140,,,-3.5173129994015992,36.74838800002939
Calle Núñez de Balboa,Berja,04029,,,-2.9466089999056666,36.8435419996581
Calle Doctor Vila Arenas,Los Palacios y Villafranca,41069,,,-5.917154000356788,37.16571899963219
Calle los Iberos,Berja,04029,,,-2.929070000436869,36.83416800022442
Calle Doctor Pareja,Ogíjares,18145,,,-3.61701100015736,37.1168990001889
Calle Via Trajano,Berja,04029,,,-2.9521549997147347,36.83874700035336
Calle Velázquez,Berja,04029,,,-2.956451000170054,36.8452600004242
Camino de la Erilla,Berja,04029,,,-2.932739160812184,36.84915669043512
Travesía Pérez Galdós (Primera),Jódar,23053,,,-3.3518751429999156,37.850395905000084
Calle Ramblilla de la Tomillera,Berja,04029,,,-2.934118884083728,36.835658810287185
Calle F (Nogueras),Santiago-Pontones,23904,,,-2.5790270001540616,38.08420599992834
Calle Via Cayo Severo,Berja,04029,,,-2.9520090008321898,36.83939300063346
Calle Doña Josefa Reina Puerto,Sevilla,41091,,,-5.99752899950241,37.39155499984947
Camino de las Escuelas,Berja,04029,,,-2.9525690001657074,36.834984000133346
Calle Blas Infante,Motril,18140,,,-3.51084199976763,36.7477399999114
Calle Cuartel de la Montaña,Motril,18140,,,-3.511012000072465,36.7481060001298
Calle San Mateo,Motril,18140,,,-3.5094060001620733,36.74339599991901
Calle San Cecilio,Motril,18140,,,-3.51007099906727,36.7427230000377
Calle Mateo Alemán,Motril,18140,,,-3.5130180000491804,36.755191999278324
Calle Juan Valera,Motril,18140,,,-3.5109150002281844,36.75108500046065
Calle las Encinas,Motril,18140,,,-3.4387729998159,36.7030760006781
Calle San Bernardo,Motril,18140,,,-3.51181399960918,36.7495430001376
Calle Monderos,Motril,18140,,,-3.5258660000272974,36.74636899978585
Calle Aguamarina,Motril,18140,,,-3.41670699964495,36.70049000009
Calle Nuestra Señora del Mar B,Motril,18140,,,-3.5199740004013926,36.7231160000228
Calle los Molinos,Motril,18140,,,-3.51092799991597,36.7456280001984
Calle Jacaranda,Motril,18140,,,-3.52508627105521,36.7562786977713
Calle Bulerías,Motril,18140,,,-3.4406123704674,36.742776330326
Calle Capricornio,Motril,18140,,,-3.51391100015165,36.7484319998768
Calle Sierra de Cazulas,Motril,18140,,,-3.5086870000128147,36.742764000314196
Carretera Lomas de Camara,Jimena de la Frontera,11021,,,-5.47812803518053,36.4088377323756
Plaza Ciprés,Motril,18140,,,-3.5185739991490483,36.746291000015844
Calle Farolillo,Motril,18140,,,-3.5209739997739353,36.747596999788
Plaza del Carmen,Motril,18140,,,-3.521061000101684,36.74688499969146
Calle Parque de Sierra Nevada,Sanlúcar de Barrameda,11032,,,-6.334444618823877,36.79593919793582
Barriada Urbanizacion Sierra De Cádiz,Setenil de las Bodegas,11034,,,-5.17659238980729,36.8631997216933
Callejón de la Rubia,Motril,18140,,,-3.5182410001143913,36.750960999343256
Calle Águila Culebrera,Sevilla,41091,,,-5.952603000196791,37.36859100055023
Calle Jorge González,Trigueros,21070,,,-6.83061062099995,37.3805279330001
Plaza de las Escuelas,Agrón,18001,,,-3.8307634432151,37.031328263209
Paseo Marqueses de Linares,Linares,23055,,,-3.62833199972184,38.0888450003965
Calle Dentelaria,Chiclana de la Frontera,11015,,,-6.18020499999994,36.3865060000001
Calle Río Jalón,Motril,18140,,,-3.5220709993364974,36.743311000192655
Calle los Agricultores,Berja,04029,,,-2.94027605489955,36.8537884950158
Calle Teniente Joya,Berja,04029,,,-2.9454340002583645,36.84786199956886
Rambla del Cenador,Motril,18140,,,-3.52305099961906,36.7449800002952
Calle Púlpito de Canales,Güéjar Sierra,18094,,,-3.48013599999996,37.1543790000001
Calle Algibes,Benalúa de las Villas,18028,,,-3.6811665264242,37.430444422311
Calle Peligros,Sorihuela del Guadalimar,23084,,,-3.0526509379901996,38.240880213551215
Calle del Cuartel,Torremolinos,29901,,,-4.506415703571444,36.622844895752806
Calle Sorolla,Dúrcal,18071,,,-3.5671729996340775,36.98560499977114
Calle Madrid,Las Cabezas de San Juan,41020,,,-5.936523764999947,36.97940580800008
Calle el Garrobo,Sevilla,41091,,,-5.912810999413239,37.38759800048907
Calle Leiria,Sevilla,41091,,,-6.005609999691945,37.38258999992372
Calle Cristóbal Colón,Alhendín,18014,,,-3.6370988806828,37.113436304714
Calle Puntal de Vacares,Güéjar Sierra,18094,,,-3.4440649999999096,37.16161200000005
Calle Cuesta del Tajo,Torremolinos,29901,,,-4.496842279139908,36.62205046025575
Calle Olivos,Castilléjar,18045,,,-2.656237999883585,37.7007839995821
Calle San Tiburcio,Darro,18063,,,-3.29298299976545,37.349552000124866
Calle Castillejo,Güéjar Sierra,18094,,,-3.443963999999937,37.15840500000007
Calle Boca de la Pescá,Gójar,18084,,,-3.6031581698135,37.1073818131204
Calle Vicente Alexandre,Freila,18078,,,-2.9064366499115,37.524721334593
Callejón de Bornos,Motril,18140,,,-3.5219750653260085,36.744557723845396
Calle Fuente de la Teja,Villa de Otura,18149,,,-3.64294199987324,37.0845129995754
Callejón del Teatro,Motril,18140,,,-3.5209599997671392,36.744730000564054
Calle Fuerte,Trevélez,18180,,,-3.2701869998300004,37.003678000439535
Calle el Mirador,Sevilla,41091,,,-5.97320899958583,37.389865000416
Calle Casimiro Naranjo Salinas,Moraleda de Zafayona,18138,,,-3.9671679999999583,37.170416000000046
Calle Alejandro Farnesio,Motril,18140,,,-3.525494999863647,36.75268299974632
Calle Isaac Peral,Santa Fe,18175,,,-3.74527499999994,37.1896770000001
Calle 3 de Abril de 1979,La Zubia,18193,,,-3.57501819,37.12095838
Calle Peligros,La Zubia,18193,,,-3.5765950387569,37.100580836586
Calle Álvaro Saavedra,Lebrija,41053,,,-6.075796000185221,36.92439299993703
Calle Maximo Santiago,Porcuna,23069,,,-4.1858179999999265,37.87472400000007
Calle Molineta,La Puerta de Segura,23072,,,-2.7371398419999196,38.34849321300004
Calle Marconi,Los Palacios y Villafranca,41069,,,-5.922150999668872,37.15710399984977
Calle Juan de Mendoza Luna,Sevilla,41091,,,-5.950323000201454,37.39579500009019
Travesía Jorge Manrique,Motril,18140,,,-3.4146230002333486,36.702399000011184
Calle Chirimoyo,Motril,18140,,,-3.41652599981084,36.7003860002945
Calle Gardenia,Motril,18140,,,-3.41901400025118,36.6972290006603
Calle Alhelí,Motril,18140,,,-3.416607999939956,36.69883099990923
Calle Bolivia,Motril,18140,,,-3.51241300019915,36.7412770004913
Calle Loma,Motril,18140,,,-3.414738999748844,36.70427900023754
Pago Canalito,Armuña de Almanzora,04018,,,-2.43568240897952,37.3671571855332
Urbanización Residencial la Palmera,Estepona,29051,,,-5.06458576725123,36.4558191004391
Calle Caliche,Motril,18140,,,-3.45674900052456,36.6970250000572
Travesía A-Principado de Asturias,Motril,18140,,,-3.50857494322098,36.7514242692988
Calle Cañadú,Motril,18140,,,-3.52403499959158,36.7513340001156
Calle Zorzal,Sevilla,41091,,,-5.95444200072197,37.3862479995861
Calle Fuente de Don Alonso,Motril,18140,,,-3.5247605197241896,36.747794620017416
Calle Alifa,Motril,18140,,,-3.52312799964259,36.7510530002639
Calle Cañamiel,Motril,18140,,,-3.52319400072503,36.7512129995729
Calle Senda de Pescadores,Motril,18140,,,-3.5217621208862715,36.72407328808326
Calle Violeta,Lebrija,41053,,,-6.082818000250484,36.917702999893606
Calle Ficus,Motril,18140,,,-3.5368760001228066,36.724888999479646
Calle María Lejarraga,Motril,18140,,,-3.51357200018836,36.7556540006837
Calle Catamarán,Motril,18140,,,-3.53376049991008,36.7256765000765
Calle Golpe de Mar,Motril,18140,,,-3.5284074068922266,36.72547288773653
Calle Decano Higueras del Castillo,Torremolinos,29901,,,-4.502147000396479,36.614035999556336
Calle Aneto,Motril,18140,,,-3.507585000411559,36.741888999797375
Calle Azucarera Nuestra Señora de la Cabeza,Motril,18140,,,-3.5301192766799,36.74681478591
Calle Alberche,Sevilla,41091,,,-5.968524999307223,37.37329499990029
Calle Olivino,Sevilla,41091,,,-5.93039199995287,37.40220900040673
Plaza Rocío,Sevilla,41091,,,-5.987103000452952,37.355701000343124
Calle el Palmarillo,Motril,18140,,,-3.4197250000160886,36.7002500004054
Calle Nuestra Señora de los Dolores,Sevilla,41091,,,-5.959261999109669,37.370236000247296
Calle Rosa Luxemburgo,Motril,18140,,,-3.51828599971887,36.7617819993536
Calle Ventaneros,Motril,18140,,,-3.54582799956662,36.7280239995133
Calle Cocedor,Motril,18140,,,-3.5431238533996,36.731968471426
Calle Londres,Motril,18140,,,-3.5304880432359,36.7441951247121
Calle Cádiz,Benacazón,41015,,,-6.192224999997708,37.350885000379826
Calle Juan Belmonte,Coria del Río,41034,,,-6.054213999576234,37.29080299965881
Calle Barranco,El Castillo de las Guardas,41031,,,-6.287408999999911,37.71466300000009
Camino las Encinas,Estepa,41041,,,-4.868911999888716,37.28687900036569
Calle Carpintero,Coria del Río,41034,,,-6.05667099956673,37.2984830003904
Camino las Viñas,Estepa,41041,,,-4.865384501793225,37.2822160389392
Calle Nueva-Lobres,Salobreña,18173,,,-3.56836800041348,36.7716340001457
Calle la Placeta,Salobreña,18173,,,-3.58759347685979,36.7430417805726
Calle Juan Camacho A,Salobreña,18173,,,-3.6009095818111,36.748332798482
Calle Ramblilla Baja,Salobreña,18173,,,-3.599376480790413,36.74487654799885
Calle Agustina Coronado,Marchena,41060,,,-5.425288456999908,37.31320219600008
Calle Carmen Amaya,Marchena,41060,,,-5.42556899999994,37.334076
Calle Torre,Salobreña,18173,,,-3.58869199947307,36.7432970001366
Urbanización Palmito,Montellano,41064,,,-5.56289805659986,36.990636291132084
Calle Artes Gráficas,Marchena,41060,,,-5.41136999999992,37.3244050000001
Calle Rosa,Salobreña,18173,,,-3.588453418841,36.744003333493
Barriada de la Guita,Morón de la Frontera,41065,,,-5.452744000435136,37.127366999987245
Calle Molineros,Osuna,41068,,,-5.112715999643525,37.245229999764845
Calle Decano Sancho de Olivera,Torremolinos,29901,,,-4.511028000719874,36.61265599934336
Calle Alambique,Salobreña,18173,,,-3.59012255220495,36.7471962675379
Camino de Puntales,Chiclana de la Frontera,11015,,,-6.126809999999921,36.46630600000009
Calle Hortensia,Salobreña,18173,,,-3.584290646509991,36.743635470537825
Pasaje Emiliano Zapata,Torremolinos,29901,,,-4.521561999874875,36.60481799983366
Calle Ramón y Cajal,Salobreña,18173,,,-3.5878218995777,36.746332109407
Camino Pago del Moral,Abla,04001,,,-2.7734359995715527,37.14545100026355
Carretera HU-3100 Acceso a el Judío,Gibraleón,21035,,,-7.032301999999959,37.437887000000046
Calle Fuente H,Salobreña,18173,,,-3.5867440789698,36.740473335073
Calle Zacatín,Salobreña,18173,,,-3.5875149999102938,36.74519000005027
Calle el Garrotin,Sevilla,41091,,,-5.969494843314948,37.39317045246548
Calle Federico Mompou,Torremolinos,29901,,,-4.522678351331591,36.60925098210037
Calle Cinamomo,Sevilla,41091,,,-5.942177999656611,37.40878500010519
Avenida Miguel Hernández,Salobreña,18173,,,-3.5886740004956863,36.74788199961449
Calle Francisco de Jorge Gallardo,Torremolinos,29901,,,-4.515814365850728,36.60696744741393
Paraje la Noguera,Oria,04070,,,-2.40989353924787,37.5008395739619
Calle Virgen de la Soledad,Estepa,41041,,,-4.884095000383794,37.2976030002784
Calle Mariana Pineda,Salobreña,18173,,,-3.58379973660857,36.7413759019948
Calle Altamirano,Estepa,41041,,,-4.871803715968549,37.2955451481902
Calle San José (Dos),Albox,04006,,,-2.1508329998429514,37.39146600035582
Calle los Califas,Salobreña,18173,,,-3.58184724874718,36.7445801035172
Calle Pino Corso,Sevilla,41091,,,-5.91988400044558,37.382790999915784
Calle Arias Montano,Huelva,21041,,,-6.93926500006139,37.2536360003499
Calle Torredonjimeno,Sevilla,41091,,,-5.9085340006253,37.38521399997199
Calle Alanís de la Sierra,Huelva,21041,,,-6.9263730006043245,37.26392700022418
Plaza Calipso,Salobreña,18173,,,-3.58549129,36.74050461
Camino de Santa Ana,Salobreña,18173,,,-3.5627450000541,36.7709410002481
Calle Antonio Rengel,Huelva,21041,,,-6.9484599999431085,37.27599500032618
Calle Profesor García González,Sevilla,41091,,,-5.9874355508423385,37.360790989811264
Calle Arroyomolinos de León,Huelva,21041,,,-6.9344000005945325,37.25703699958431
Calle B,Huelva,21041,,,-6.938640563814554,37.25632194804827
Plaza de los Columpios,Huelva,21041,,,-6.940241000140113,37.25997899955418
Calle Camarada Carlos Moreno,Huelva,21041,,,-6.92917000006568,37.26319600034185
Calle Camarada García Ramos,Huelva,21041,,,-6.92865900027517,37.26231100021114
Calle Rafael Pavón,Huelva,21041,,,-6.946127832688841,37.26436363141184
Plaza Giraldillo,Sevilla,41091,,,-5.982481000117515,37.398641000600946
Carretera Ca-5312,Zahara,11042,,,-5.388932000311443,36.83562400004773
Calle Ecuador,Huelva,21041,,,-6.930595000520061,37.25775600022886
Calle Domingo Borrero de Feria,Huelva,21041,,,-6.945886999950297,37.26430499977381
Calle Espronceda,Huelva,21041,,,-6.952088999993626,37.25720299976693
Calle Cristóbal de Augusta,Sevilla,41091,,,-5.964729999760245,37.37826699932564
Calle Manuel Altolaguirre,Sevilla,41091,,,-5.9746799997053825,37.40683899941379
Calle Hernán Cortés,Huelva,21041,,,-6.95306700047025,37.2561509997223
Glorieta de los Estibadores,Huelva,21041,,,-6.9353599997318165,37.26566200022432
Calle Isla Cristina,Huelva,21041,,,-6.933625999955136,37.25683700023957
Calle Islas Malvinas,Huelva,21041,,,-6.93218399962031,37.2588939998274
Calle Miguel Hernández,Puerto Real,11028,,,-6.17524900003763,36.53757099988
Calle la Gavilla,Huelva,21041,,,-6.95057134620744,37.272534243276496
Camino al Cortijo de García- la Jabonera,Chilluévar,23030,,,-3.0249569999999153,38.00067100000007
Calle José de Valdivieso,Huelva,21041,,,-6.939975000049869,37.25289600035302
Calle Juan de la Cosa,Huelva,21041,,,-6.942798000507408,37.258536000410345
Calle Juan Salvador,Huelva,21041,,,-6.95117099979313,37.2672249997308
Plaza Juan XXIII,Huelva,21041,,,-6.927300999734559,37.257523999987406
Plaza Padre Genaro,Huelva,21041,,,-6.9324330001269,37.26012899992169
Calle Lepe,Huelva,21041,,,-6.948711999743372,37.27175800035158
Calle Muñoz Seca,Huelva,21041,,,-6.938612000321487,37.269622000403075
Calle Murcia,Huelva,21041,,,-6.934761000459126,37.25617300026046
Calle Murete Bajo,Huelva,21041,,,-6.93909200044218,37.260755000312685
Calle Médico Luis Buendía,Huelva,21041,,,-6.95140148068653,37.2638839078845
Pasaje Pedro Argot,Huelva,21041,,,-6.941848999888363,37.25687300036507
Calle Doctor Hermosilla Molina,Sevilla,41091,,,-5.923622999993799,37.401704000315135
Calle Nazaret,Huelva,21041,,,-6.947780059829555,37.27665886435951
Plaza Virgen del Rosario,Huelva,21041,,,-6.935445446075337,37.25644788615013
Plaza Quito,Huelva,21041,,,-6.942145443164212,37.28302607908573
Calle Ricardo Terrades,Huelva,21041,,,-6.948897000243625,37.2639569995754
Avenida Portugal,Huelva,21041,,,-6.9565160001448,37.257302999711605
Plaza Punto,Huelva,21041,,,-6.9472210004996775,37.25461599987114
Calle Puebla de Guzmán,Huelva,21041,,,-6.93558900011282,37.2569810004258
Calle Ricardo Velázquez,Huelva,21041,,,-6.94882900027054,37.2570220000465
Calle Centauro,Sevilla,41091,,,-5.957476000181979,37.38509599966358
Calle Salvador Rueda,Huelva,21041,,,-6.939096230970723,37.270371096983325
Calle Sánchez Barcaiztegui,Huelva,21041,,,-6.954036000476314,37.25405600012205
Calle San José,Huelva,21041,,,-6.9541019998763725,37.25935999978739
Plaza San Pedro,Huelva,21041,,,-6.950103000624448,37.260117999575606
Calle San Marcos,Huelva,21041,,,-6.93511000041602,37.2603769998752
Calle Terebinto de La Torre,Mijas,29070,,,-4.682620000519932,36.5476470004542
Calle Virgen de Belén,Huelva,21041,,,-6.950962000289226,37.27169299962439
Calle Virgen María,Huelva,21041,,,-6.9546270000421,37.2693879998137
Calle Virgen de Todos los Santos,Sevilla,41091,,,-6.002865999638551,37.375977000015034
Calle Tamarindos,Huelva,21041,,,-6.952531268550692,37.27213688238193
Calle Zalamea la Real,Huelva,21041,,,-6.94953000030327,37.2740609995923
Plaza de las Amapolas,Huelva,21041,,,-6.928534999565167,37.277487999983805
Plaza del Fandango,Huelva,21041,,,-6.931511935953686,37.26452203879977
Calle Practicante Martín Molino,Huelva,21041,,,-6.95559100014855,37.2655469996101
Plaza de la Morana,Huelva,21041,,,-6.9452410005141605,37.26511999994901
Plaza Tallista Miguel Hierro Barreda,Huelva,21041,,,-6.922975000276538,37.26229200021763
Calle Ciudad Real,Sevilla,41091,,,-6.013215000662952,37.38270899997739
Calle Emilio Molero,Huelva,21041,,,-6.9449970002952774,37.2653640003549
Camino Cruz Blanca,Canjáyar,04030,,,-2.7339479997002796,37.007857999847005
Calle Doctor Sanz de Fruto,Huelva,21041,,,-6.950193000406769,37.2631289996776
Calle Juan de la Encina,Sevilla,41091,,,-5.985949999749103,37.39040500035878
Calle Torregracia,Sevilla,41091,,,-5.902232999761486,37.38788600008751
Calle Higuera de la Sierra,Huelva,21041,,,-6.927559999641773,37.27483999960067
Calle Primitivo Lázaro,Huelva,21041,,,-6.9468569490466345,37.26168945173567
Calle Rosita Barrios Balboa,Huelva,21041,,,-6.95039000050627,37.272471000197
Calle Amante Laffon,Sevilla,41091,,,-5.979190999158577,37.40250300059404
Plaza de las Carretas,Huelva,21041,,,-6.93086874490562,37.25991870600182
Calle Paula Santiago,Huelva,21041,,,-6.94854579789815,37.2794301013812
Calle Agua,Benalmádena,29025,,,-4.53429400034495,36.599549000366636
Calle los Almendros,Benalmádena,29025,,,-4.518691000008353,36.59889400003551
Camino Camino a Nava Hornillo,Siles,23082,,,-2.5283160002830414,38.32569799976318
Calle Lucena,Torremolinos,29901,,,-4.516811999614757,36.60238199967399
Calle Rivero,Sevilla,41091,,,-5.993796999922017,37.39147400023207
Calle Enmedio,Rincón de la Victoria,29082,,,-4.3119440003138,36.714929999901926
Calle Lorenzo Valla,Torremolinos,29901,,,-4.520742999989317,36.611720999685666
Camino del Pozo Blanco,Medina Sidonia,11023,,,-5.941867000101709,36.445797999301355
Calle Flor de Pascua,Sevilla,41091,,,-5.917443000214364,37.395380999813426
Calle Haza Larga,Rincón de la Victoria,29082,,,-4.244779000209542,36.740404999950215
Barriada Isidoro Arias Caparrós,Rincón de la Victoria,29082,,,-4.278880003439767,36.71814495150605
Calle Niña de Oro,Torremolinos,29901,,,-4.501995999729735,36.61300699960249
Calle del Sol,Rincón de la Victoria,29082,,,-4.244019999989621,36.738127999574125
Calle Luzcozan,Torremolinos,29901,,,-4.5051582101476,36.609025300867
Calle Manuel Blasco,Torremolinos,29901,,,-4.49941078451188,36.61841294951618
Avenida Marifé de Triana,Torremolinos,29901,,,-4.48943514398078,36.6378143761125
Calle Obispo Juan Martínez,Torremolinos,29901,,,-4.4989919998604675,36.64198399947988
Calle el Olivar,Torremolinos,29901,,,-4.520022044459104,36.60718539598796
Calle Azahar,Conil de la Frontera,11014,,,-6.09146999988665,36.2779350001871
Calle Pedro Navarro Bruna,Torremolinos,29901,,,-4.510439999872741,36.62187399996825
Calle los Perales,Rincón de la Victoria,29082,,,-4.278967000246931,36.71549600030622
Calle Castillo de Fregenal de la Sierra,Sevilla,41091,,,-5.977303999362997,37.357584999830195
Calle del Peligro,Torremolinos,29901,,,-4.496220405760441,36.62255120722879
Calle Baleares,Benalmádena,29025,,,-4.533142000516807,36.59761199956202
Calle Misionero Francisco Macías,Carmona,41024,,,-5.647514999963032,37.47495799967648
Calle Azucena,Rincón de la Victoria,29082,,,-4.273715999829284,36.721263999569764
Calle Galicia,Benalmádena,29025,,,-4.532680999631631,36.59781599968984
Calle Periodista Gabriel Díaz,Torremolinos,29901,,,-4.49387483079356,36.6333203831549
Calle Periodista Manuel García,Torremolinos,29901,,,-4.494918570985202,36.629681671378286
Calle Belén,Huércal de Almería,04052,,,-2.439951616999963,36.86532943200007
Calle Calderón de la Barca,Benalmádena,29025,,,-4.53692700042371,36.6046449996197
Conjunto Calaplaya,Rincón de la Victoria,29082,,,-4.311136000194425,36.71446100045885
Calle Periodista José Muñoz,Torremolinos,29901,,,-4.507033424479223,36.6174604690364
Calle José María Pemán,Rincón de la Victoria,29082,,,-4.305294000142875,36.71912500000373
Plaza Austria,Benalmádena,29025,,,-4.533939999742686,36.59940300019448
Calle Campoamor,Rincón de la Victoria,29082,,,-4.3042599994311255,36.71801700029069
Calle Reino Unido,Vélez-Málaga,29094,,,-4.153111221405709,36.72701559339498
Calle Castilla,Benalmádena,29025,,,-4.53345600049085,36.5975900002563
Calle Cauce,Benalmádena,29025,,,-4.53545599962856,36.5978060004368
Calle Dalí,Benalmádena,29025,,,-4.53444099990005,36.600767000135
Avenida Blasco Ibáñez,Benalmádena,29025,,,-4.52589499991174,36.597865999803
Calle Manolo Caracol,Olivares,41067,,,-6.16259505761565,37.4130534328698
Calle Fuengirola,Benalmádena,29025,,,-4.534144999742976,36.59750500012153
Calle Dulcinea,Benalmádena,29025,,,-4.56841600012837,36.5798589996784
Calle Periodista Rafael Ramis,Torremolinos,29901,,,-4.508775000041034,36.61704900001744
Calle el Greco,Benalmádena,29025,,,-4.53480799983079,36.6019270004509
Calle Puerto Rico,Torremolinos,29901,,,-4.502146429263588,36.62251060770351
Calle Levante,Benalmádena,29025,,,-4.52153199991605,36.6026150003451
Calle los Perros,Torremolinos,29901,,,-4.500251999622648,36.61493699968917
Calle Lomillas,Benalmádena,29025,,,-4.571247999849035,36.59498100031217
Calle Maestro Serrano,Benalmádena,29025,,,-4.526142999766056,36.59866400026156
Calle Miguel Hernández,Rincón de la Victoria,29082,,,-4.30383899999299,36.716707000224226
Calle Galgo,Sevilla,41091,,,-5.927978000414338,37.42739000006704
Conjunto Turquesas,Rincón de la Victoria,29082,,,-4.295979000392951,36.72020999959396
Calle San Francisco,Benalmádena,29025,,,-4.524287999834566,36.5946850003655
Calle Redonda,Benalmádena,29025,,,-4.56978499975465,36.58433399991337
Calle Pío XII,Benalmádena,29025,,,-4.57273800037171,36.59410200043537
Calle Pino,Benalmádena,29025,,,-4.536403000294257,36.60421200011386
Calle Segura,Benalmádena,29025,,,-4.5247127320704,36.601262105033
Calle Florencia,Dos Hermanas,41038,,,-5.929076000548635,37.33956399971748
Pasaje Tacita de Plata,Benalmádena,29025,,,-4.573567000343969,36.594122000297006
Calle F.J. García Jiménez,Jun,18111,,,-3.5926609996053,37.22167900008593
Calle Antracita,Sevilla,41091,,,-5.95388099996542,37.4147439997544
Calle los Pinares,Torremolinos,29901,,,-4.512487109852798,36.62083172131384
Calle Ciruelo,Benalmádena,29025,,,-4.53532299945808,36.600571999871
Calle de Holanda,Benalmádena,29025,,,-4.544894000375518,36.58481500015075
Avenida de los Abedules,Benalmádena,29025,,,-4.524894000408105,36.595053000280274
Pasaje Pincarrasco,Torremolinos,29901,,,-4.519546999855237,36.610855000269304
Pasaje Valeriana,Benalmádena,29025,,,-4.536924680401369,36.60223547586581
Calle Cuna,Carmona,41024,,,-5.636462465893761,37.47118221103341
Calle Nerja,Benalmádena,29025,,,-4.588699397896129,36.57892195868037
Calle Don Gonzalo de Mena,Sevilla,41091,,,-5.9624476958409,37.3799686635014
Calle Agata,Sevilla,41091,,,-5.984450000616696,37.41164799994456
Calle Exposicion,Sevilla,41091,,,-5.98181900070383,37.374534000188696
Calle Fray Diego de Deza,Sevilla,41091,,,-6.001926999850254,37.39226600052614
Calle Bruselas,Benalmádena,29025,,,-4.590368000345387,36.57826499984743
Calle Imperial,Sevilla,41091,,,-5.9871669994752015,37.39080799984352
Pasaje Pinocho,Torremolinos,29901,,,-4.518263364485161,36.61034109084934
Calle Luz,Benalmádena,29025,,,-4.569396999775358,36.59753899955594
Calle Pirandello,Torremolinos,29901,,,-4.50972753010532,36.6118411436891
Calle Halcón,Sevilla,41091,,,-5.9262799234918395,37.43047748197203
Calle Córdoba,Valderrubio,18914,,,-3.81744700007886,37.2361389996153
Calle Tampico,Benalmádena,29025,,,-4.55317000051519,36.60241400019
Carretera A-391 de Aguadulce a Alicún,Huécija,04051,,,-2.601373999610292,36.95677000013555
Calle Cisne,Darro,18063,,,-3.2924690003439356,37.35319900013397
Carretera AL-4404 de la A-92 a el Calar Alto por Aulago de Gérgal,Gérgal,04050,,,-2.585149101249809,37.21632867512838
Calle Fenix,Sevilla,41091,,,-5.959050999936435,37.38528500025323
Calle Flamingo,Benalmádena,29025,,,-4.520719999893798,36.59738399985859
