nom_normal,nom_munici,x,y
Calle Pico Tenerife,Cuevas del Almanzora,-1.76981876899987,37.251210399
Calle Don Juan de Austria,Roquetas de Mar,-2.5856422981172718,36.804955202112446
Calle Berruguete,Roquetas de Mar,-2.6157988825326757,36.761255657024535
Plaza Labradores,Roquetas de Mar,-2.617500279550807,36.762834834563286
Urbanización la Langosta,Roquetas de Mar,-2.58336140940719,36.8105292038674
Paseo Manolo Escobar,Roquetas de Mar,-2.6313139219177244,36.71960766849753
Paseo Marítimo Zoraida,Roquetas de Mar,-2.6094928501241212,36.7484517601189
Calle Zuheros,Roquetas de Mar,-2.623833373670285,36.73556117530549
Calle Tío Raimundo,Roquetas de Mar,-2.619617000150887,36.74144200038566
Plaza de Atocha,Roquetas de Mar,-2.619486937041793,36.74062227033601
Calle Gracita Morales,Roquetas de Mar,-2.6154618098210416,36.7596453629537
Calle Aranda de Duero,Roquetas de Mar,-2.5993438488929708,36.80272303065028
Calle Mauritania,Roquetas de Mar,-2.578176999555641,36.80327599990291
Calle El Cortijo,Roquetas de Mar,-2.5807053451646635,36.812470166250435
Calle Etiopía,Roquetas de Mar,-2.579656267938021,36.80525052189178
Paseo el Limónar,Roquetas de Mar,-2.578949594751966,36.810288569732045
Calle Santa Marta,Roquetas de Mar,-2.60147233378231,36.7781987274803
Avenida Pablo Picasso,Roquetas de Mar,-2.6221425638812885,36.76274636276491
Calle Belgrado,Roquetas de Mar,-2.6194217203895276,36.759489038715685
Calle Zamora,Roquetas de Mar,-2.616375037616211,36.76454296954458
Plaza Pérez Reverte,Roquetas de Mar,-2.6278958043030793,36.75586583052374
Calle Castillo de las Roquetas,Roquetas de Mar,-2.606455657552263,36.75334311414575
Calle Adrián Reche,Albox,-2.1568582066366,37.421091729747
Calle Pepe Quiles,Albox,-2.1596876106066,37.414062722278
Calle Antonio Ferrandiz,Almería,-2.44284184178261,36.8311810187132
Calle Cecilio Galera,Albox,-2.1610614366977,37.414996874142
Calle Fuentes,Alhama de Almería,-2.5711550000030754,36.96008500012276
La Era,Benitagla,-2.2384070149555,37.230624565059
Camino Alhabia,Alhama de Almería,-2.570070537909,36.959701152612
Calle Gran Capitán,Carboneras,-1.8911221785149,37.003403695942
Calle Pintor Fortuny,Carboneras,-1.89115199996476,37.0030730004188
Calle Miguel Martínez,Vícar,-2.61912629697169,36.8025589020054
Carretera de Paterna,Laujar de Andarax,-2.9006784534023,36.9936737189
Paraje la Carrasca,Turre,-1.943949194589,37.092112338929
Calle Olivino,Níjar,-2.185227441938,36.885603331714
Carretera A-348R3 Ramal de acceso a Alcolea desde la A-348,Alcolea,-2.95474499968179,36.9765199998983
Calle Goya,El Ejido,-2.802682854934858,36.767601633096206
Calle Doctor Marañón,El Ejido,-2.8143172995625036,36.777495490411866
Calle Arriola,El Ejido,-2.8417061458122106,36.7023966921068
Calle Arrecife,El Ejido,-2.89474528930373,36.7371435534499
Calle la Barca,El Ejido,-2.8844985119287685,36.727103246896945
Calle González Méndez,El Ejido,-2.89009205945518,36.7319351768216
Calle la Alcarria,El Ejido,-2.8152739803908844,36.7792737876639
Calle Poniente,El Ejido,-2.743395633083253,36.75561744084041
Calle Entinas,El Ejido,-2.69768053813715,36.7129819448375
Calle Roble,El Ejido,-2.82244543276249,36.7751524333461
Calle Cervantes,El Ejido,-2.8189881325315,36.7736311208805
Calle Perú,El Ejido,-2.8198833519841093,36.77263130012432
Calle Emilia Pardo Bazán,El Ejido,-2.819913417932527,36.76777725450319
Calle García Lorca,El Ejido,-2.8162707525439146,36.76643163942197
Avenida Daza,El Ejido,-2.7758546972835214,36.783436641563
Paseo Levante,El Ejido,-2.785560450413243,36.69386304163896
Calle Alcotan,El Ejido,-2.784393291901713,36.69740792616681
Glorieta Manuel Mendizabal,El Ejido,-2.8065926556922007,36.772704905827815
Plaza Antonio Mira Maldonado,El Ejido,-2.8157010002679286,36.774474384181566
Calle Canela,El Ejido,-2.6864091353804884,36.71525429065998
Avenida Méjico,El Ejido,-2.889083432976941,36.73612177128698
Calle las Peñas,El Ejido,-2.832206000383908,36.769297988211626
Calle Punta de los Baños,El Ejido,-2.819722012141967,36.77970448511621
Calle los Campos,El Ejido,-2.8447894426201645,36.7080538159701
Calle Vencejo,El Ejido,-2.7779481200559,36.7826512600852
Calle Aneto,El Ejido,-2.78603806585837,36.77763289953048
Calle San Ignacio,El Ejido,-2.7543315412654468,36.75789421564641
Calle San José,El Ejido,-2.804824757029222,36.76186798454789
Calle Santos,El Ejido,-2.8380819017725116,36.7237077147322
Calle Sondeo,El Ejido,-2.83397909024518,36.783078543568
Calle Tomillo,El Ejido,-2.74031300104463,36.7563372538428
Calle Trafalgar,El Ejido,-2.8203370157139,36.7739992550077
Calle Navacerrada,El Ejido,-2.7842251938031346,36.77801639395732
Calle Coliseo,El Ejido,-2.8412713248519,36.7016287672191
Calle Bauxita,El Ejido,-2.7547820396336418,36.756555278872725
Calle Embarcadero,El Ejido,-2.8374383970530244,36.70302630893763
Calle Bética,El Ejido,-2.8029044151285127,36.778267813365346
Calle Rosa de los Vientos,El Ejido,-2.801218110283251,36.70416816069492
Calle Río Chico,El Ejido,-2.74544444178991,36.7568814759692
Carretera Mojonera - Cruce Sma,El Ejido,-2.7819936297242305,36.7749102067479
Calle Picos de Urbion,El Ejido,-2.7271426496281492,36.77458024355337
Calle Pico de la Malagueta,El Ejido,-2.7264443332432506,36.77485331910094
Calle Canal San Fernando,El Ejido,-2.860041420419691,36.76497480416316
Avenida Bulevar Francisco Carmona,El Ejido,-2.7701053156428412,36.78224287359206
Calle José María Pemán,El Ejido,-2.8210377241468905,36.76642772690951
Calle Malente,El Ejido,-2.8547285824779216,36.70738086864113
Paseo Marítimo,El Ejido,-2.888538877515316,36.73022830618066
Calle Mero,El Ejido,-2.88735000920832,36.7299478171602
Calle Rodrigo de Triana,El Ejido,-2.7995647260539585,36.76833950818202
Camino los Majales,El Ejido,-2.829429311836465,36.76916413692054
Camino Roquetas,El Ejido,-2.76382620007323,36.77936282775572
Calle Canarias,El Ejido,-2.75797637613368,36.7628179806942
Calle Castala,El Ejido,-2.8149777581887747,36.76566854924641
Calle Clotilde,El Ejido,-2.74641968135626,36.7570900867919
Calle Pedro Machuca,El Ejido,-2.806470709268005,36.77824833700031
Calle Montejícar,El Ejido,-2.8219674068896405,36.771555730408
Avenida de las Naciones,El Ejido,-2.7987469077748144,36.771268873569376
Calle Estadio,El Ejido,-2.6951226342453807,36.71559449280099
Calle Río Guadiana,El Ejido,-2.8150988363495912,36.77828739176772
Calle Sudán,El Ejido,-2.755034742427654,36.76241774492769
Calle Sierra de la Demanda,El Ejido,-2.81449899682121,36.7787338601382
Calle los Grameales,El Ejido,-2.8919792373971367,36.73651083483354
Calle José Mira,El Ejido,-2.7547789685196338,36.75752012396699
Avenida Rómulo y Remo,El Ejido,-2.8094882405890673,36.77867470460802
Calle Corbeta,El Ejido,-2.88251608496785,36.7294338958428
Avenida del Mar,El Ejido,-2.8115822712779885,36.708169394479555
Calle Guindola,El Ejido,-2.8014884043843153,36.711926704565656
Calle Bitácora,El Ejido,-2.791938080703955,36.70111447149272
Calle Babor,El Ejido,-2.78113133473522,36.6997092400412
Calle Charrán,El Ejido,-2.819748108426094,36.712033461090535
Calle Saladar,El Ejido,-2.812154892358549,36.71169335437176
Calle Zafiro,El Ejido,-2.752677504828057,36.75550484847918
Calle Pasacana,El Ejido,-2.85073819220293,36.7042948699496
